I,II,V1,V2,V3,V4,V5,V6,status,x
-5,0,0,-2,-5,-4,0,-7,0,3431
-5,0,0,-2,-4,-4,0,-7,0,3432
-5,0,0,-2,-4,-4,0,-7,0,3433
-5,0,0,-2,-4,-4,0,-7,0,3434
-5,0,0,-2,-4,-4,0,-6,0,3435
-5,0,0,-2,-4,-3,0,-6,0,3436
-5,0,0,-2,-4,-3,0,-6,0,3437
-5,0,0,-2,-4,-3,0,-6,0,3438
-5,0,0,-2,-3,-3,0,-6,0,3439
-4,0,0,-1,-3,-3,0,-6,0,3440
-4,0,0,-1,-3,-3,0,-6,0,3441
-4,0,0,-1,-3,-3,0,-6,0,3442
-4,0,0,-1,-3,-3,0,-6,0,3443
-4,0,0,-1,-3,-3,0,-6,0,3444
-4,0,0,-1,-3,-3,0,-6,0,3445
-4,0,0,-1,-3,-3,0,-6,0,3446
-4,0,0,-1,-3,-3,0,-6,0,3447
-4,0,0,-1,-3,-3,0,-6,0,3448
-4,0,0,-1,-3,-3,1,-6,0,3449
-4,0,0,-1,-3,-3,1,-6,0,3450
-4,0,0,-1,-3,-2,1,-6,0,3451
-4,0,0,-1,-2,-2,1,-5,0,3452
-4,0,0,-1,-2,-2,1,-5,0,3453
-4,0,0,-1,-2,-2,1,-5,0,3454
-4,0,0,-1,-2,-2,1,-5,0,3455
-4,0,0,-1,-2,-1,1,-5,0,3456
-3,0,0,-1,-2,-1,1,-5,0,3457
-3,0,0,-1,-2,-1,1,-5,0,3458
-3,0,0,0,-2,-1,1,-5,0,3459
-3,0,0,0,-2,-1,1,-5,0,3460
-3,0,0,0,-2,-1,1,-5,0,3461
-3,0,0,0,-1,0,1,-5,0,3462
-3,0,0,0,-1,0,1,-5,0,3463
-3,0,0,0,-1,0,1,-4,0,3464
-3,0,0,0,-1,0,1,-4,0,3465
-3,0,0,0,-1,0,2,-4,0,3466
-3,0,0,0,-1,0,2,-4,0,3467
-3,0,0,1,-1,0,2,-4,0,3468
-3,1,0,1,-1,0,2,-4,0,3469
-3,1,0,1,-1,0,2,-4,0,3470
-2,1,0,1,0,0,2,-4,0,3471
-2,1,0,1,0,0,2,-4,0,3472
-2,1,0,1,0,0,2,-4,0,3473
-2,1,0,1,0,0,2,-4,0,3474
-2,1,0,1,0,0,2,-4,0,3475
-2,1,1,1,0,0,2,-4,0,3476
-2,1,1,2,0,0,2,-4,0,3477
-2,1,1,2,1,0,2,-4,0,3478
-2,1,1,2,1,0,2,-4,0,3479
-2,1,1,2,1,0,2,-4,0,3480
-2,1,1,2,1,0,2,-4,0,3481
-2,1,1,2,1,0,2,-4,0,3482
-2,2,1,2,1,0,2,-4,0,3483
-2,2,1,2,1,0,3,-3,0,3484
-2,2,1,2,1,0,3,-3,0,3485
-2,2,1,2,1,0,3,-3,0,3486
-2,2,1,2,1,1,3,-3,0,3487
-1,2,1,2,1,1,3,-3,0,3488
-1,2,0,2,1,1,3,-3,0,3489
-1,2,0,2,1,1,3,-3,0,3490
-1,2,0,2,1,1,3,-3,0,3491
-1,2,0,2,1,1,3,-3,0,3492
-1,3,0,2,1,1,3,-3,0,3493
-1,3,0,2,1,1,3,-3,0,3494
-1,3,0,2,1,1,3,-3,0,3495
-1,3,0,2,1,1,3,-3,0,3496
-1,3,0,2,1,1,3,-3,0,3497
-1,3,0,2,1,1,3,-3,0,3498
-1,3,0,2,1,1,3,-3,0,3499
-1,3,0,2,1,1,3,-3,0,3500
-1,3,0,2,2,1,3,-3,0,3501
-1,3,0,2,2,1,3,-3,0,3502
-1,3,0,2,2,1,3,-3,0,3503
-1,3,0,2,2,1,3,-3,0,3504
-1,3,0,2,2,1,3,-3,0,3505
0,3,0,2,2,1,3,-3,0,3506
0,3,1,2,2,2,3,-3,0,3507
0,3,1,2,2,2,3,-2,0,3508
0,3,1,3,2,2,3,-2,0,3509
0,3,1,3,2,2,3,-2,0,3510
0,3,1,3,2,2,4,-2,0,3511
0,3,0,3,2,2,4,-2,0,3512
0,3,1,3,2,2,4,-2,0,3513
0,3,1,3,2,2,4,-2,0,3514
0,3,1,3,2,2,4,-2,0,3515
0,4,1,3,2,3,4,-2,0,3516
0,4,1,3,2,3,4,-2,0,3517
0,4,1,3,3,3,4,-2,0,3518
0,4,1,3,3,3,4,-2,0,3519
0,4,1,3,2,3,4,-2,0,3520
0,4,1,3,2,3,4,-2,0,3521
0,4,1,3,2,3,4,-2,0,3522
0,4,1,3,2,2,4,-2,0,3523
0,3,1,3,2,2,4,-2,0,3524
0,3,1,3,1,2,4,-2,0,3525
0,2,1,3,1,1,3,-2,0,3526
0,2,1,3,0,1,3,-2,0,3527
0,1,1,3,0,1,3,-2,0,3528
0,1,1,2,0,1,3,-2,0,3529
0,1,0,2,0,2,4,-2,0,3530
1,1,0,3,0,3,5,-2,0,3531
1,1,1,3,2,4,7,-1,0,3532
2,2,1,4,3,6,9,0,0,3533
4,4,1,6,6,9,12,1,0,3534
6,6,1,8,10,13,16,3,0,3535
8,9,2,10,14,18,20,6,0,3536
12,14,4,13,20,24,26,9,0,3537
16,19,6,17,27,30,33,14,0,3538
21,26,8,22,34,38,40,19,0,3539
26,33,11,28,42,46,47,24,0,3540
32,42,14,34,50,54,55,31,0,3541
39,50,17,41,60,63,64,36,0,3542
47,60,21,48,70,72,73,44,0,3543
55,71,24,55,79,82,83,51,0,3544
63,82,28,63,89,91,92,59,0,3545
71,93,32,71,98,100,100,67,0,3546
79,104,36,78,106,108,108,74,0,3547
87,114,39,85,114,115,116,81,0,3548
94,124,43,92,121,122,122,88,0,3549
101,133,46,97,128,128,128,94,0,3550
107,141,48,103,133,133,133,100,0,3551
112,148,50,107,137,137,138,104,0,3552
117,154,52,111,141,140,141,108,0,3553
120,159,53,113,143,143,143,110,0,3554
123,162,54,115,145,144,145,112,0,3555
124,164,54,116,146,145,145,112,0,3556
124,164,53,115,146,145,145,112,0,3557
123,163,52,114,145,144,144,111,0,3558
121,161,51,111,143,142,142,108,0,3559
118,157,49,108,141,139,139,105,0,3560
114,151,46,104,138,135,135,101,0,3561
109,145,44,98,133,130,131,96,0,3562
103,137,40,93,128,125,125,91,0,3563
96,129,37,86,122,118,119,85,0,3564
89,119,33,79,116,111,112,78,0,3565
81,109,30,72,108,103,104,71,0,3566
73,98,26,64,100,94,96,64,0,3567
65,87,22,56,91,85,87,57,0,3568
56,76,19,49,82,75,78,49,0,3569
48,66,15,41,73,66,68,42,0,3570
41,55,12,34,63,56,59,35,0,3571
33,45,9,28,54,48,50,29,0,3572
27,37,6,22,46,40,42,23,0,3573
22,29,4,17,38,32,34,17,0,3574
17,21,2,12,30,25,26,12,0,3575
12,15,1,9,23,18,20,7,0,3576
9,10,0,6,18,13,14,4,0,3577
6,6,0,4,13,9,9,1,0,3578
4,3,0,2,8,5,5,0,0,3579
2,0,-1,1,5,3,2,-2,0,3580
1,0,-1,0,3,1,0,-3,0,3581
0,-1,-1,-1,1,0,0,-3,0,3582
0,-1,-1,-1,0,0,-1,-3,0,3583
0,-1,-1,-1,0,0,-1,-3,0,3584
0,-1,-1,-1,-1,0,-1,-2,0,3585
0,-1,-1,0,-1,0,0,-2,0,3586
0,0,-1,0,0,0,0,-1,0,3587
0,0,0,0,0,1,1,0,0,3588
0,0,0,0,0,1,2,0,0,3589
0,1,0,1,1,1,3,0,0,3590
0,1,0,1,1,2,3,1,0,3591
0,2,0,1,1,2,4,1,0,3592
0,2,0,1,1,2,4,2,0,3593
0,3,0,1,2,2,4,2,0,3594
0,3,0,1,2,3,5,2,0,3595
0,4,0,1,2,3,5,2,0,3596
0,4,0,2,3,4,5,3,0,3597
1,4,0,2,3,4,5,3,0,3598
1,5,0,2,4,5,6,3,0,3599
2,6,0,2,5,6,7,3,0,3600
3,6,0,2,6,7,7,4,0,3601
4,7,0,2,6,7,8,4,0,3602
5,7,-1,2,6,8,8,5,0,3603
5,8,-1,2,6,8,9,5,0,3604
6,8,-2,1,5,7,8,5,0,3605
6,8,-3,0,2,6,8,4,0,3606
5,7,-4,-2,-1,3,6,3,0,3607
5,5,-5,-4,-6,-1,3,1,0,3608
3,2,-7,-6,-13,-7,-1,-1,0,3609
0,-2,-8,-9,-20,-14,-7,-6,0,3610
-2,-7,-8,-12,-28,-22,-14,-12,0,3611
-7,-14,-8,-15,-36,-31,-22,-19,0,3612
-12,-21,-6,-17,-43,-40,-32,-26,0,3613
-18,-29,-3,-18,-48,-48,-41,-35,0,3614
-25,-38,2,-16,-49,-54,-50,-43,0,3615
-31,-45,7,-11,-46,-57,-57,-50,0,3616
-37,-51,17,-3,-35,-55,-61,-55,0,3617
-41,-55,28,10,-16,-45,-61,-57,0,3618
-42,-54,42,26,12,-27,-55,-54,0,3619
-41,-49,59,49,49,1,-41,-45,0,3620
-35,-36,77,76,98,40,-19,-29,0,3621
-25,-17,96,107,156,89,13,-5,0,3622
-9,11,115,142,224,150,55,26,0,3623
12,47,133,177,298,222,107,66,0,3624
38,93,149,212,377,302,169,115,0,3625
71,146,161,244,455,389,239,172,0,3626
109,207,167,270,530,478,315,235,0,3627
151,273,166,287,596,566,393,301,0,3628
196,341,158,292,650,649,472,369,0,3629
241,410,141,284,688,723,548,435,0,3630
285,477,114,261,706,783,616,497,0,3631
326,538,78,221,702,827,675,551,0,3632
363,591,33,165,674,852,720,596,0,3633
393,633,-18,93,623,856,750,629,0,3634
415,661,-75,10,551,838,762,648,0,3635
429,676,-136,-85,460,799,757,652,0,3636
432,675,-199,-185,354,741,734,642,0,3637
426,660,-259,-288,239,666,695,617,0,3638
411,629,-315,-387,119,578,641,580,0,3639
387,586,-364,-479,2,481,576,531,1024,3640
356,533,-404,-559,-109,380,502,474,0,3641
319,471,-432,-623,-208,278,424,412,0,3642
277,403,-449,-669,-291,182,343,346,0,3643
234,334,-453,-694,-356,93,265,280,0,3644
190,264,-445,-699,-400,16,191,217,0,3645
147,198,-425,-683,-424,-49,125,158,0,3646
107,137,-396,-649,-429,-99,67,106,0,3647
71,83,-359,-600,-416,-136,20,60,0,3648
40,38,-316,-538,-388,-158,-18,24,0,3649
15,1,-269,-468,-350,-168,-45,-4,0,3650
-5,-27,-221,-394,-303,-167,-63,-26,0,3651
-20,-48,-174,-318,-253,-158,-73,-40,0,3652
-30,-60,-130,-246,-202,-142,-76,-49,0,3653
-36,-66,-91,-178,-153,-122,-74,-52,0,3654
-39,-67,-56,-119,-108,-101,-68,-51,0,3655
-38,-64,-28,-68,-69,-80,-59,-48,0,3656
-35,-58,-5,-27,-37,-59,-50,-43,0,3657
-31,-50,11,5,-11,-41,-40,-37,0,3658
-26,-42,22,27,7,-26,-31,-31,0,3659
-21,-34,29,42,20,-14,-23,-26,0,3660
-16,-27,32,50,27,-6,-16,-21,0,3661
-12,-20,33,53,31,0,-11,-17,0,3662
-8,-15,31,52,31,4,-7,-13,0,3663
-5,-11,28,49,29,5,-4,-11,0,3664
-3,-8,25,44,26,5,-2,-10,0,3665
-1,-6,21,38,22,5,-2,-9,0,3666
0,-5,18,33,18,3,-1,-8,0,3667
0,-4,15,27,15,2,-1,-8,0,3668
0,-4,12,23,12,0,-2,-8,0,3669
0,-4,10,20,10,-1,-2,-8,0,3670
0,-5,9,17,8,-3,-2,-8,0,3671
0,-5,8,15,7,-3,-2,-9,0,3672
0,-5,8,14,7,-4,-3,-9,0,3673
0,-6,8,13,6,-4,-3,-9,0,3674
0,-6,8,13,6,-4,-3,-9,0,3675
0,-6,8,12,6,-4,-3,-9,0,3676
0,-6,8,13,7,-4,-3,-9,0,3677
0,-6,8,13,7,-4,-3,-9,0,3678
0,-6,8,13,7,-4,-3,-9,0,3679
0,-6,8,13,7,-4,-3,-9,0,3680
0,-5,8,13,8,-4,-3,-9,0,3681
0,-5,8,13,8,-4,-3,-9,0,3682
0,-5,8,13,8,-4,-3,-9,0,3683
0,-5,8,13,8,-3,-2,-9,0,3684
0,-5,8,14,8,-3,-2,-9,0,3685
0,-5,8,14,8,-3,-2,-8,0,3686
0,-5,8,14,8,-3,-2,-8,0,3687
0,-5,8,13,8,-3,-2,-8,0,3688
0,-5,8,13,8,-3,-2,-8,0,3689
0,-5,8,13,8,-2,-2,-8,0,3690
0,-5,8,13,8,-2,-2,-8,0,3691
0,-5,8,13,8,-2,-2,-8,0,3692
0,-5,7,13,8,-2,-2,-8,0,3693
0,-5,7,13,9,-2,-1,-7,0,3694
0,-5,7,13,9,-2,-1,-7,0,3695
0,-5,7,13,9,-2,-1,-7,0,3696
0,-4,7,13,9,-1,-1,-7,0,3697
0,-4,7,13,9,-1,-1,-7,0,3698
0,-4,7,13,9,-1,-1,-7,0,3699
0,-4,7,12,8,-1,-1,-7,0,3700
0,-4,7,12,8,-1,-1,-7,0,3701
0,-4,7,12,8,-1,-1,-7,0,3702
0,-4,7,12,8,-1,-1,-7,0,3703
0,-4,7,12,7,-1,-1,-7,0,3704
0,-4,7,12,7,-2,-1,-7,0,3705
0,-4,7,12,6,-2,-1,-7,0,3706
0,-4,6,11,6,-2,-2,-7,0,3707
0,-4,6,11,5,-3,-2,-8,0,3708
0,-5,6,11,5,-3,-2,-8,0,3709
0,-5,6,11,5,-3,-2,-8,0,3710
0,-5,6,11,5,-3,-2,-8,0,3711
0,-4,6,11,6,-2,-2,-7,0,3712
0,-4,6,11,8,-1,-1,-6,0,3713
1,-3,6,12,11,1,-1,-5,0,3714
2,-1,6,13,15,3,0,-4,0,3715
4,1,6,14,20,7,2,-2,0,3716
6,4,7,16,26,11,3,0,0,3717
8,8,8,18,34,17,6,2,0,3718
12,12,10,21,43,23,8,6,0,3719
16,17,11,24,52,31,12,10,0,3720
20,24,13,28,64,40,16,14,0,3721
26,30,16,32,77,50,20,19,0,3722
31,38,19,37,91,61,26,25,0,3723
37,46,22,43,107,73,32,31,0,3724
44,55,25,49,123,86,38,37,0,3725
52,65,29,56,140,101,45,44,0,3726
59,75,32,64,158,116,52,51,0,3727
68,86,36,72,177,131,61,59,0,3728
76,97,40,80,196,147,70,66,0,3729
84,108,44,89,215,164,79,74,0,3730
93,119,48,99,234,181,89,82,0,3731
102,130,52,109,254,198,99,90,0,3732
110,141,56,119,273,215,110,98,0,3733
119,152,60,130,292,232,121,105,0,3734
127,163,63,141,310,249,132,113,0,3735
135,174,67,152,328,265,143,120,0,3736
142,184,70,164,345,282,154,128,0,3737
150,194,73,175,362,297,165,135,0,3738
157,204,76,186,378,312,176,141,0,3739
164,213,78,197,394,326,187,148,0,3740
170,222,81,207,408,339,198,154,0,3741
176,231,83,217,422,352,208,160,0,3742
182,239,86,227,436,364,217,165,0,3743
188,247,88,235,448,375,226,170,0,3744
193,254,90,243,460,385,234,175,0,3745
198,261,92,251,471,395,241,180,0,3746
203,268,93,257,482,403,247,184,0,3747
207,274,95,263,491,412,253,188,0,3748
211,279,97,268,500,419,258,191,0,3749
214,284,98,272,508,426,262,194,0,3750
217,288,99,276,515,432,266,197,0,3751
220,292,100,279,522,437,269,199,0,3752
222,295,101,281,527,442,272,201,0,3753
224,298,102,284,532,445,274,203,0,3754
226,300,103,285,536,449,276,204,0,3755
227,302,103,287,538,451,277,205,0,3756
229,303,104,288,540,453,278,206,0,3757
229,303,104,289,540,453,279,206,0,3758
230,304,105,289,539,453,280,206,0,3759
230,303,105,290,536,452,280,205,0,3760
229,302,105,289,533,450,280,205,0,3761
229,301,105,289,528,447,279,204,0,3762
228,299,104,288,521,443,278,202,0,3763
226,296,103,286,514,437,277,200,0,3764
224,293,102,284,505,431,275,198,0,3765
221,290,101,281,495,423,273,196,0,3766
218,286,99,278,484,414,270,193,0,3767
214,281,97,274,471,404,266,189,0,3768
209,275,95,270,458,393,262,186,0,3769
204,269,92,265,444,381,257,182,0,3770
198,261,89,259,429,367,252,177,0,3771
192,254,85,253,414,353,245,172,0,3772
185,245,82,246,397,338,239,166,0,3773
177,236,78,238,380,322,231,160,0,3774
169,225,74,230,362,306,223,153,0,3775
160,215,69,221,343,289,214,146,0,3776
151,203,65,211,323,271,204,138,0,3777
142,191,60,201,302,252,194,129,0,3778
132,178,56,189,281,233,183,120,0,3779
122,165,51,177,259,214,171,111,0,3780
111,152,47,165,236,195,159,102,0,3781
101,138,42,152,214,175,146,92,0,3782
90,124,37,138,191,155,132,82,0,3783
80,110,33,124,168,136,119,73,0,3784
69,96,28,110,145,116,105,63,0,3785
59,83,24,97,123,98,92,54,0,3786
50,70,19,83,102,80,79,45,0,3787
40,57,15,70,82,63,66,36,0,3788
32,45,12,57,64,48,53,29,0,3789
25,35,8,46,47,33,43,21,0,3790
17,25,5,35,32,20,32,14,0,3791
11,16,2,25,18,8,22,8,0,3792
5,8,1,17,6,-2,13,2,0,3793
0,1,-1,10,-4,-10,6,-2,0,3794
-3,-5,-3,4,-12,-17,-1,-7,0,3795
-7,-10,-4,-1,-19,-23,-6,-11,0,3796
-9,-14,-5,-5,-24,-27,-10,-14,0,3797
-11,-18,-6,-8,-28,-30,-14,-16,0,3798
-13,-20,-6,-11,-30,-31,-16,-18,0,3799
-14,-22,-7,-12,-32,-32,-18,-19,0,3800
-14,-23,-7,-13,-32,-32,-19,-20,0,3801
-15,-23,-7,-14,-32,-32,-19,-20,0,3802
-15,-23,-7,-14,-32,-31,-19,-20,0,3803
-15,-23,-6,-14,-31,-31,-19,-20,0,3804
-15,-23,-6,-13,-30,-30,-19,-19,0,3805
-15,-22,-6,-13,-30,-29,-19,-19,0,3806
-15,-22,-6,-12,-29,-28,-18,-18,0,3807
-15,-21,-6,-12,-28,-27,-18,-17,0,3808
-15,-20,-6,-11,-27,-26,-18,-17,0,3809
-15,-20,-6,-11,-27,-26,-17,-16,0,3810
-14,-19,-5,-10,-26,-25,-17,-16,0,3811
-14,-19,-5,-10,-26,-25,-17,-15,0,3812
-14,-18,-5,-9,-25,-25,-16,-15,0,3813
-14,-18,-5,-9,-25,-24,-16,-15,0,3814
-14,-17,-5,-9,-25,-24,-16,-15,0,3815
-14,-17,-5,-9,-24,-23,-15,-14,0,3816
-13,-16,-5,-9,-24,-23,-15,-14,0,3817
-13,-16,-5,-9,-23,-22,-14,-14,0,3818
-13,-15,-5,-9,-23,-22,-13,-14,0,3819
-13,-15,-5,-9,-22,-21,-13,-14,0,3820
-12,-14,-5,-9,-22,-21,-12,-14,0,3821
-12,-14,-5,-9,-21,-20,-11,-14,0,3822
-12,-13,-5,-9,-21,-20,-11,-14,0,3823
-12,-13,-5,-9,-20,-19,-10,-14,0,3824
-12,-12,-4,-9,-20,-19,-10,-14,0,3825
-12,-12,-4,-9,-19,-18,-10,-14,0,3826
-11,-12,-4,-8,-19,-18,-9,-14,0,3827
-11,-11,-4,-8,-19,-18,-9,-14,0,3828
-11,-11,-4,-8,-19,-18,-9,-14,0,3829
-11,-11,-4,-8,-18,-18,-9,-14,0,3830
-11,-11,-4,-8,-18,-17,-9,-13,0,3831
-11,-11,-4,-8,-18,-17,-8,-13,0,3832
-11,-11,-4,-8,-18,-17,-8,-13,0,3833
-11,-11,-4,-8,-18,-17,-8,-13,0,3834
-10,-11,-4,-8,-18,-17,-8,-13,0,3835
-10,-11,-4,-8,-18,-17,-8,-13,0,3836
-10,-11,-4,-8,-18,-17,-8,-13,0,3837
-10,-10,-4,-8,-17,-17,-8,-13,0,3838
-10,-10,-4,-8,-17,-17,-8,-13,0,3839
-10,-10,-4,-8,-17,-17,-8,-13,0,3840
-10,-10,-4,-8,-17,-17,-8,-13,0,3841
-10,-10,-4,-8,-17,-17,-8,-13,0,3842
-11,-10,-4,-8,-17,-17,-8,-13,0,3843
-11,-10,-4,-8,-16,-16,-8,-13,0,3844
-11,-10,-3,-8,-16,-16,-7,-13,0,3845
-11,-9,-3,-7,-16,-16,-7,-13,0,3846
-11,-9,-3,-7,-16,-16,-7,-13,0,3847
-11,-9,-3,-7,-16,-16,-7,-12,0,3848
-11,-9,-3,-7,-16,-16,-7,-12,0,3849
-10,-9,-3,-7,-16,-15,-7,-12,0,3850
-10,-9,-3,-7,-15,-15,-7,-12,0,3851
-10,-9,-3,-7,-15,-15,-6,-12,0,3852
-10,-8,-3,-7,-15,-15,-6,-12,0,3853
-10,-8,-3,-6,-15,-15,-6,-12,0,3854
-10,-8,-2,-6,-15,-15,-6,-12,0,3855
-10,-8,-2,-6,-15,-14,-6,-12,0,3856
-10,-8,-2,-6,-15,-14,-6,-12,0,3857
-10,-8,-2,-6,-15,-14,-6,-12,0,3858
-10,-8,-2,-6,-15,-14,-6,-12,0,3859
-10,-7,-2,-6,-15,-14,-6,-12,0,3860
-10,-7,-2,-6,-15,-14,-6,-11,0,3861
-10,-7,-2,-6,-15,-14,-6,-11,0,3862
-9,-7,-2,-6,-14,-14,-6,-11,0,3863
-9,-7,-2,-6,-14,-14,-5,-11,0,3864
-9,-7,-2,-6,-14,-14,-5,-11,0,3865
-9,-7,-2,-6,-14,-13,-5,-11,0,3866
-9,-7,-2,-6,-14,-13,-5,-11,0,3867
-9,-7,-2,-6,-14,-13,-5,-11,0,3868
-9,-7,-2,-6,-14,-13,-5,-11,0,3869
-9,-7,-2,-6,-14,-13,-4,-11,0,3870
-9,-7,-2,-6,-14,-12,-4,-11,0,3871
-9,-6,-2,-6,-14,-12,-4,-11,0,3872
-9,-6,-2,-6,-13,-12,-4,-11,0,3873
-9,-6,-2,-6,-13,-12,-4,-11,0,3874
-9,-6,-2,-6,-13,-12,-4,-11,0,3875
-9,-6,-2,-6,-13,-12,-3,-11,0,3876
-9,-6,-2,-6,-13,-12,-3,-11,0,3877
-8,-6,-2,-6,-13,-12,-3,-11,0,3878
-8,-6,-2,-6,-12,-11,-3,-10,0,3879
-8,-6,-2,-5,-12,-11,-3,-10,0,3880
-8,-6,-2,-5,-12,-11,-3,-10,0,3881
-8,-6,-2,-5,-12,-11,-3,-10,0,3882
-8,-6,-2,-5,-12,-11,-3,-10,0,3883
-8,-6,-2,-5,-12,-11,-3,-10,0,3884
-8,-6,-2,-5,-12,-11,-3,-10,0,3885
-8,-6,-2,-5,-12,-11,-3,-10,0,3886
-8,-6,-2,-5,-11,-11,-3,-10,0,3887
-8,-6,-2,-5,-11,-11,-3,-10,0,3888
-8,-5,-2,-5,-11,-11,-3,-10,0,3889
-7,-5,-2,-5,-11,-11,-3,-9,0,3890
-7,-5,-1,-5,-11,-10,-3,-9,0,3891
-7,-5,-1,-5,-11,-10,-3,-9,0,3892
-7,-5,-1,-5,-11,-10,-3,-9,0,3893
-7,-5,-1,-5,-11,-10,-3,-9,0,3894
-7,-5,-1,-5,-10,-10,-3,-9,0,3895
-7,-4,-1,-5,-10,-10,-3,-9,0,3896
-6,-4,-1,-4,-10,-10,-2,-9,0,3897
-6,-4,-1,-4,-10,-9,-2,-9,0,3898
-6,-4,-1,-4,-10,-9,-2,-9,0,3899
-6,-4,-1,-4,-10,-9,-2,-9,0,3900
-6,-4,-1,-4,-10,-9,-2,-9,0,3901
-6,-4,-1,-4,-10,-9,-2,-9,0,3902
-6,-4,-1,-4,-10,-9,-2,-9,0,3903
-6,-4,-1,-4,-9,-9,-2,-9,0,3904
-6,-4,-1,-4,-9,-9,-1,-9,0,3905
-6,-4,-1,-4,-9,-9,-1,-9,0,3906
-6,-4,-1,-4,-9,-8,-1,-9,0,3907
-6,-4,-1,-4,-9,-8,-1,-9,0,3908
-6,-4,-1,-3,-9,-8,-1,-9,0,3909
-6,-4,-1,-3,-9,-8,-1,-9,0,3910
-6,-3,-1,-3,-9,-8,-1,-9,0,3911
-6,-3,-1,-3,-8,-8,-1,-9,0,3912
-6,-3,-1,-3,-8,-8,-1,-9,0,3913
-6,-3,-1,-3,-8,-8,-1,-9,0,3914
-6,-3,-1,-3,-8,-7,-1,-9,0,3915
-6,-3,0,-3,-8,-7,-1,-8,0,3916
-6,-3,0,-3,-8,-7,0,-8,0,3917
-6,-3,0,-3,-8,-7,0,-8,0,3918
-6,-3,0,-3,-8,-7,0,-8,0,3919
-6,-3,0,-3,-7,-7,0,-8,0,3920
-6,-3,0,-2,-7,-6,0,-8,0,3921
-5,-3,0,-2,-7,-6,0,-8,0,3922
-5,-2,0,-2,-7,-6,0,-8,0,3923
-5,-2,0,-2,-7,-6,0,-8,0,3924
-5,-2,0,-2,-7,-6,0,-8,0,3925
-5,-2,0,-2,-7,-6,0,-8,0,3926
-5,-2,0,-2,-7,-6,0,-8,0,3927
-5,-2,0,-2,-7,-6,0,-8,0,3928
-5,-2,0,-2,-7,-6,0,-8,0,3929
-5,-2,0,-2,-7,-6,0,-8,0,3930
-5,-2,0,-2,-7,-6,0,-7,0,3931
-5,-2,0,-2,-7,-5,0,-7,0,3932
-5,-1,0,-2,-7,-5,0,-7,0,3933
-5,-1,0,-2,-7,-5,0,-7,0,3934
-5,-1,0,-2,-6,-5,0,-7,0,3935
-5,-1,0,-2,-6,-5,0,-7,0,3936
-5,-1,0,-2,-6,-5,0,-7,0,3937
-5,-1,0,-2,-6,-5,0,-7,0,3938
-5,-1,0,-2,-6,-4,1,-7,0,3939
-5,-1,0,-2,-6,-4,1,-7,0,3940
-5,-1,0,-2,-5,-4,1,-7,0,3941
-5,-1,0,-2,-5,-4,1,-7,0,3942
-5,-1,0,-2,-5,-4,1,-7,0,3943
-5,-1,0,-2,-5,-4,1,-7,0,3944
-4,-1,0,-2,-5,-4,1,-7,0,3945
-4,-1,0,-2,-4,-4,1,-6,0,3946
-4,-1,0,-1,-4,-4,1,-6,0,3947
-4,-1,0,-1,-4,-4,1,-6,0,3948
-4,-1,0,-1,-4,-3,1,-6,0,3949
-4,-1,0,-1,-4,-3,1,-6,0,3950
-4,-1,0,-1,-4,-3,1,-6,0,3951
-3,-1,0,-1,-4,-3,1,-6,0,3952
-3,-1,0,-1,-4,-3,1,-6,0,3953
-3,-1,0,-1,-4,-3,1,-6,0,3954
-3,-1,0,-1,-4,-3,1,-6,0,3955
-3,-1,0,-1,-4,-3,1,-6,0,3956
-3,-1,0,-1,-4,-3,2,-6,0,3957
-3,-1,0,-1,-3,-3,2,-6,0,3958
-3,-1,0,-1,-3,-2,2,-6,0,3959
-3,-1,0,-1,-3,-2,2,-6,0,3960
-3,-1,1,-1,-3,-2,2,-6,0,3961
-3,0,1,-1,-3,-2,2,-5,0,3962
-3,0,1,-1,-2,-2,2,-5,0,3963
-3,0,1,-1,-2,-2,2,-5,0,3964
-3,0,1,-1,-2,-1,2,-5,0,3965
-3,0,1,0,-2,-1,2,-5,0,3966
-3,1,1,0,-2,-1,2,-5,0,3967
-3,1,1,0,-2,-1,2,-5,0,3968
-3,1,1,0,-1,-1,2,-5,0,3969
-3,1,1,0,-1,-1,3,-5,0,3970
-3,1,1,0,-1,-1,3,-4,0,3971
-3,1,1,0,-1,-1,3,-4,0,3972
-3,1,1,0,-1,-1,3,-4,0,3973
-3,1,1,0,-1,0,3,-4,0,3974
-3,1,1,1,-1,0,3,-4,0,3975
-3,1,1,1,-1,0,3,-4,0,3976
-3,1,1,1,-1,0,3,-4,0,3977
-3,1,1,1,-1,0,3,-4,0,3978
-3,1,1,1,0,0,3,-4,0,3979
-2,1,1,1,0,0,3,-4,0,3980
-2,1,1,1,0,0,3,-4,0,3981
-2,1,1,1,0,0,3,-4,0,3982
-2,1,1,1,0,0,3,-4,0,3983
-2,1,1,1,0,0,3,-4,0,3984
-2,1,1,1,0,0,3,-4,0,3985
-2,1,1,1,0,0,3,-4,0,3986
-2,1,1,1,0,0,3,-4,0,3987
-2,1,1,1,0,0,3,-4,0,3988
-2,2,1,2,0,0,3,-4,0,3989
-2,2,1,2,0,1,3,-4,0,3990
-2,2,1,2,1,1,3,-3,0,3991
-2,2,1,2,1,1,4,-3,0,3992
-2,2,1,2,1,1,4,-3,0,3993
-2,2,1,2,1,1,4,-3,0,3994
-2,2,1,2,1,1,4,-3,0,3995
